username,text,sentimen
idnpublic,Israel Vaksinasi Separuh Penduduknya dengan Vaksin Pfizer https://t.co/QuuFyuABgh #Terbaru #aktual #berita #live,p
idnpublic,"Disuntik Vaksin Corona, Novel Bawedan: Upaya Pemerintah Ini Mesti kami Dukung https://t.co/9LvZAzfPte #Terbaru #berita #live #nusantara",p
idnpublic,Survei: Masyarakat Yakin dengan Kualitas dan juga Keamanan Vaksin Sinovac https://t.co/smZwVtjv3i #Terbaru #berita #live #medcom,p
idnpublic,Pemerintah Terus Berupaya Jaga Pasokan Vaksin Corona https://t.co/00WUtncR5W #Terbaru #berita #editorial #live,p
idnpublic,Bank Dunia Ancam Hentikan Bantuan Vaksin Lebanon https://t.co/lJdwpyUvBF #Terbaru #aktual #berita #live,p
idnpublic,"Hotman Paris Tampil Kece saat Suntik Vaksin Corona, Netizen: Keren! https://t.co/y0kHa54BnO #Terbaru #berita #live #terbaru",o
idnpublic,Satgas Harap Pengembangan Vaksin Nusantara Sesuai Prinsip yg Berlaku https://t.co/IVtya8kn8x #Terbaru #berita #editorial #live,o
idnpublic,"Vaksin Corona Tiba, Malaysia Mulai Vaksinasi Lebih Awal https://t.co/uDNH4B3sNi #Terbaru #berita #live #nusantara",p
idnpublic,10.500 Pekerja Pariwisata di Bali Daftar menjadi Penerima Vaksin Corona https://t.co/ipqDTynngW #Terbaru #berita #live #metro,p
WanNaqiuddin,Anti vaksin ni aku rasa kebanyakkan nya mesti xnak covid ni habes sbb nak cuti ataupun WFH je... jgn cerita sunnah kalau air mesin gedegang pun kau beli sedangkan mesin tu xde akad....,n
HussainiZul,"Silap-silap orang pakai Android tak dapat daftar vaksin sebab tak dapat update MySejahtera pun boleh masuk teori konspirasi.

Padahal baru roll out update 20% je.",o
MV94SUA,NUTUPIN KASUS VAKSIN PALSU YA INI https://t.co/b0s9rvxlhW,n
gemuklaayy,Vaksin gak ya? https://t.co/DTWxUs06tF,n
Melakahariini,"TYT, Ketua Menteri antara individu pertama dijangka terima suntikan vaksin https://t.co/FbjTFBQcoJ",o
Melakahariini,Guru berisiko tinggi akan diutamakan terima vaksin COVID-19 https://t.co/UN030OYYPq,p
Melakahariini,Kerajaan negeri dialu-alukan jalin kerjasama bersama Persekutuan untuk dapatkan bekalan vaksin https://t.co/KlE90Xdy9S,p
Melakahariini,Melaka terima bekalan vaksin fasa pertama esok https://t.co/mwbow0VLvv,p
Melakahariini,Vaksin COVID-19 dijangka tiba di Melaka jam 11 pagi https://t.co/uyOoey09NC,p
Melakahariini,Suntikan vaksin COVID-19 ambil masa 15 hingga 30 minit- Dr Adham https://t.co/yVCR7mYSI2,p
Melakahariini,Vaksin Pfizer-Biontech mampu kurangkan risiko OKU dijangkiti COVID-19 https://t.co/ITrpQhtrQC,p
Melakahariini,"Malaysia terima 182,520 dos tambahan vaksin COVID-19 Pfizer-Biontech esok https://t.co/r9CdL9mojG",p
Melakahariini,Jangan pertikai hukum pengambilan vaksin – Kamaruddin Sidek https://t.co/NXuAglwzD6,n
Melakahariini,"Rakyat Malaysia bukan mangsa uji kaji, vaksin terbukti selamat https://t.co/EDFeCxSgoH",n
Melakahariini,Sanitasi tetap penting walaupun sudah ada vaksin https://t.co/1ZJwfmfAAM,p
Melakahariini,"300,000 penduduk Arab Saudi terima vaksin COVID-19, tiada kesan sampingan https://t.co/zOWwl3fnkY",p
Melakahariini,"Suasana di Hospital Melaka sementara menunggu ketibaan vaksin COVID-19 Pfizer-BioNTech.

#LindungDiriLindungSemua https://t.co/gXn9zUojv0",o
Melakahariini,COVID-19: Ada kumpulan tidak digalakkan ambil vaksin https://t.co/4Vv47JVHia,o
Melakahariini,"JKN giat latihan, simulasi menjelang penerimaan vaksin COVID-19 esok https://t.co/EUedlC29Kk",p
Melakahariini,Kemaskini MySejahtera untuk daftar suntikan vaksin COVID-19 https://t.co/cFcudgZR71,p
Melakahariini,"660,000 penduduk Melaka bakal terima vaksin COVID-19 https://t.co/0PPD2CZkk6",p
Melakahariini,"Lebih 4,000 petugas kesihatan ATM dijangka terima vaksin https://t.co/ENzDG6GsX3",p
Melakahariini,Kerajaan disyor gubal peta pembangunan vaksin negara https://t.co/olSYr1r0Dh,o
NSyu_,Aku excited betul tunggu vaksin nak kena cucuk jarum! Yeahhh,p
_faner_,Hospital lama SP dah sampai vaksin. Wut wutt kemain escort nyaaa,p
antaralampung,"Otoritas di Gaza mulai memvaksinasi warganya, Senin, setelah menerima bantuan vaksin COVID-19 dari Rusia dan Uni Emirat Arab (UAE).

https://t.co/9ifEOyiZgw",p
antaralampung,"Pekan ini Lampung terima 14.000 vial vaksin COVID-19

https://t.co/KNaenpSHsk",p
antaralampung,"Dinkes Lampung sebut vaksin COVID-19 tahap kedua tiba pekan ini 

https://t.co/jafCF2Ews1",p
antaralampung,"Puluhan wartawan disuntik vaksin COVID-19

https://t.co/w9OnhYFAEA",p
antaralampung,"Israel bagikan kelebihan vaksin COVID kepada Palestina, Honduras, Ceko

 https://t.co/PBf6kdyqZh",p
beverly14219,"@miteirufuukei Belom vaksin kak bru mau haha tp klo yg lain si plg ada yg pegel2, demam, efek vaksin sprti biasaa",n
beverly14219,Akhirnya bisa vaksin jg hhh tp deg2an jg ane<U+0001F642>,p
amirMraziq,@mhakimiamunir Aku ada member ckp vaksin ada microchip sbb tgk youtube. Gila betul,o
the_k1NN,@bernamadotcom @DGHisham bila vaksin sampai Kuantan?,o
the_k1NN,"@DGHisham bila vaksin dijangka sampai di Bandaraya Kuantan?

ini kali kedua aku tanya secara baik..",o
the_k1NN,"@DGHisham K
bila vaksin sampai Kuantan?",o
the_k1NN,"ramainya pakar vaksin muncul.. siap ada yg jadi pakar cara nak bawa &amp; hantar guna lori.. jenis lori.. dry ice.. 

eloklah aku tido dulu sebelum aku jugak jadi pakar..

ini semua jenis virus koronapalatao tuan².. https://t.co/tiR84BraA2",p
the_k1NN,@DGHisham bila vaksin dijangka sampai di Bandaraya Kuantan?,o
the_k1NN,"begitulah.. mentang² aku bukan influencer &amp; takde followers ratus ribu.. maka soalan mudah mengenai bila vaksin dijangka tiba di Bandaraya Kuantan pun tak dijawab oleh @DGHisham..

dah laa jabatan kesihatan Pahang sendu tak tau menda..

mampuih!",o
the_k1NN,"@KKMPutrajaya @DrAdhamBaba bila vaksin sampai Kuantan.. dah 4,000 kali aku tanya.. hampeh!",o
the_k1NN,"bila vaksin dijangka sampai di Bandaraya Kuantan?

boleh tolong jawab tak @KKMPutrajaya @DGHisham @1Rosdy?

<U+2B50><U+2B50><U+2B50><U+2B50>",o
the_k1NN,@KKMPutrajaya bila vaksin dijangka sampai di Bandaraya Kuantan?,o
The_Endie,"Bila kerajaan buat keputusan secara silo. Lagi seminggu sekolah hendak dibuka, baru terfikir nak beri vaksin kpd guru. Tak belajar dari kesilapan bila terdapat byk kluster sekolah. MOE/KKM/MOSTI/MKN patutnya berbincang dahulu. Sempat ke keberkesanan vaksin sebelum sekolah dibuka? https://t.co/vceCvQTE5f",o
The_Endie,"1,076 kematian pada 23 Februari. 30 hari lepas, kematian sekitar 600 orang. Pada 23 Disember, hanya 444 orang yang meninggal. Jika kita mendapat vaksin di bulan Disember lepas (seperti negara negara lain), beribu keluarga tidak akan kehilangan insan tersayang <U+0001F494> https://t.co/L9HS1labmF",o
myrabelll,Kalau dah vaksin takyh quarantine. Cuti seminggu pun balik tau!,o
myfatimahjohari,"@faizwahab Nampak perkataan vaksin, rasa dosa je. Aishhh memang kena berhati-hati. Korang tak nampak ke konspirasi semua ni? 

*sin = dosa",n
AzimAloi,Macam mana ye nak yakinkan parent kita jangan percaya dengan teori konspirasi vaksin ni <U+0001F62D> dorang lagi percaya ws dari doktor <U+0001F62B>,n
AzimAloi,"@aliamelorr Tulah pasal, geram weh, tak pasal pasal dorang percaya and dah awal2 cakap tak nak vaksin <U+0001F62D>",n
anjaniriani28,"Vaksin Covid-19 dipastikan aman dan halal
#VaksinUntukRakyatIndonesia https://t.co/Uqqh8fuwun",p
anjaniriani28,"Vaksin covid-19 aman dan efektif
#VaksinUntukRakyatIndonesia https://t.co/LLxjUIttZv",p
anjaniriani28,"Indonesia pastikan vaksin aman dan halal
#VaksinUntukRakyatIndonesia https://t.co/m13BvwdKMt",p
anjaniriani28,"Jangan ragu untuk vaksinasi, vaksin dipastikan aman dan halal
#VaksinUntukRakyatIndonesia https://t.co/wu9FBXch6U",p
anjaniriani28,"Pemeritah pastikan vaksin aman dan halal
#VaksinUntukRakyatIndonesia https://t.co/hrV5uCKc7u",p
anjaniriani28,"Hasil BPOM ungkap vaksin aman
#VaksinUntukRakyatIndonesia https://t.co/7mIswLns85",p
anjaniriani28,"MUI pastikan vaksin aman dan halal
#VaksinUntukRakyatIndonesia https://t.co/AZvygh6rSc",p
iniroti_,"@kyutiesjaem @choc0mintz @O7CHOII Katanya dikorea ada masalah ttg vaksin corona juga. Disana belum ada vaksin, padahal dinegara² lain udah pada vaksin",n
sigadesbintang,"tapi still breastfeed ni
.. xleh amik vaksin la kan..",n
softqianhyuk,@cheongdamdrum vaksin yang mana vin.... kok baru tau,n
JaluWaseso,Pengamanan pengambilan Vaksin sejumlah  41 Vial (1 vial  untuk 10 orang) oleh anggota Koramil 10 Mojolaban bersama Anggota Polsek Mojolaban &amp; pertugas Puskesmas dari Gedung Farmasi  Dinkes Kab. Sukoharjo https://t.co/MyGBNOgxhl,p
JaluWaseso,Koramil 03/Bulu bersama Polsek dan Puskesmas melaksanakan pengawalan pengambilan Vaksin Covid 19 dari Gudang Farmasi Dinas Kesehatan Kabupaten Sukoharjo ke UPTD Puskesmas Bulu. https://t.co/YSxS1WoYMz,p
GerbangPost,COVID-19: Agihan bekalan vaksin berperingkat ikut keperluan setiap PPV https://t.co/kogKbjTp3b https://t.co/RwwMQsCiPG,o
muhamadnazrif,"""Spe ade vaksin, boleh travel memane je yg dia nak""
Me: https://t.co/aMaO0268kh",o
msianinsight,Perak terima bekalan vaksin Covid-19 Rabu ini https://t.co/xEcfYr52XS,p
msianinsight,Guru berisiko tinggi akan diutamakan terima vaksin Covid-19 https://t.co/qQfR1mmlJ5,p
msianinsight,Jual produk ganti vaksin antara objektif kumpulan anti vaksin https://t.co/r4RptgT3r3,p
msianinsight,"Beri maklumat jelas tentang vaksin, kata pasukan petugas imunisasi Pakatan https://t.co/6dar9ShS8C",p
msianinsight,Agihan bekalan vaksin berperingkat di PPV https://t.co/x4OURAL9aK,p
msianinsight,"Masukkan semua guru dalam fasa pertama vaksin Covid-19, kata Teo https://t.co/Ecag3IA8g5",p
msianinsight,"Reaksi selepas vaksinasi bukti vaksin berkesan, kata doktor https://t.co/wyCBcXav3j",p
msianinsight,"Wanita mengandung, susukan anak disaran tangguh ambil vaksin Covid-19  https://t.co/RpDoIhXcaL",p
msianinsight,"Belum tentu vaksin tiba di pedalaman Sarawak ikut jadual, kata Uggah https://t.co/9J9Edw5jvY",p
msianinsight,"182,520 dos tambahan vaksin Covid-19 esok, kata Khairy https://t.co/HP22VyDhg2",p
msianinsight,"Vaksin selamat, rakyat bukan mangsa uji kaji, kata NCSM https://t.co/hKV9FScO74",p
msianinsight,"Suntikan vaksin Covid-19 ambil masa 15 hingga 30 minit, kata menteri https://t.co/5zKJ50yIoO",p
shukrey_r,"anti vaksin kata ini semua agenda illuminati. 

tapi aku selalu fikir yang sebenarnya golongan anti vaksin dicetus dan dicipta oleh illuminati supaya gologan vaksin percaya golongan anti vaksin ni. itu lah agenda illuminati sebenar. 

ha sudah mampos pening <U+0001F923>",o
shukrey_r,@maxzchua disebabkan dia boleh masuk dalam vaksin dia A100 5trillion nanometer and have 20 zillion transistor <U+0001F923>,o
fadhil_airforce,"Saya tak tolak vaksin, cuma tolak ansur.",p
potensi_bisnis,"Ahmad Riza Patria mengungkapkan antrean panjang untuk mendapatkan vaksin Covid-19 itu di dominasi oleh lansia.
#VaksinUntukRakyatIndonesia #vaksinlansia #VaksinCovid19 
https://t.co/10rRI9bPGC",n
potensi_bisnis,"Wakil Gubernur DKI Jakarta, @ArizaPatria sebut antrian peserta vaksinasi Covid-19 di Tanah Abang menunjukkan optimisme masyarakat.

https://t.co/ORt3ajvK3q",p
potensi_bisnis,"Musisi terkenal, Nazril Irham atau biasa dikenal Ariel Noah berbagi ilmu tentang vaksinasi Covid-19 dan menceritakan pengalamannya ketika diberi vaksin.

Hal itu ia sampaikan saat bertemu dan mengobrol bersama pelawak kondang Entis Sutisna alias Sule.
https://t.co/z1dxzomSAk",p
SonoraFM92,Vaksin Covid-19 merupakan harapan baru bagi dunia. Tingginya kebutuhan vaksin untuk mencapai kekebalan komunitas membuat negara-negara berpacu mengamankan vaksin bagi kebutuhan rakyatnya. #Redaksikompasbicara https://t.co/yhyiiaYOB8,p
SonoraFM92,"Proses penyuntikan Vaksin Cpbid-19 kepada sekitar 202 Lansis di RSUD Koja @Koja_RSUD Jakarta Utara, Selasa 23 Februari 2021. 

#LiputanSonora by @TitoSuhandoyo https://t.co/36F53G9Hkr",p
SonoraFM92,"Setelah menjalani observasi sesuai waktu yg ditentukan,para lansia yg telah menerima vaksin di @Koja_RSUD akan diberikan Surat/kartu vaksinasi covid 19 yg menerangkan tanggal vaksinasi hari ini &amp; tanggal vaksinasi tahap kedua 28 hari kedepan.

#LiputanSonora by @TitoSuhandoyo https://t.co/5FRrmLhNWF",p
SonoraFM92,Presiden Jokowi menyerukan kesetaraan akses terhadap vaksin bagi semua negara. Dunia tak akan bebas dari Covid-19 jika ada negara yg belum selesai menangani pandemi ini. Saat ini masih banyak negara khususnya negara miskin yg tidak bisa mendapatkan vaksin. #redaksikompasbicara https://t.co/rya1j1OgcX,p
SonoraFM92,"Rumah Sakit Umum Koja Jakarta utara hari ini kembali memberikan vaksin covid 19 kepada sekitar 202 lansia. Hal ini disampaikan Wakil Direktur Pelayanan RSU Koja Jakarta Utara dokter Rismasari. 

#LiputanSonora by @TitoSuhandoyo https://t.co/Ry6mCEEoAi",p
SonoraFM92,"08.27 #BeritaSONORA - Ia menyebut bahwa kondisi psikologis lansia harus dijaga sebelum vaksinasi. Sebab, psikologi calon peserta vaksin dapat mempengaruhi kondisi kesehatan https://t.co/Go6OUDbib1 @kompascom",p
SonoraFM92,"Selain mengamankan vaksin untuk kebutuhan nasional, Pemerintah Indonesia juga berusaha berkontribusi bagi negara lain. Indonesia menjadi salah satu ketua kerja sama multilateral pengadaan vaksin Covid-19, COVAC Advanced Market Commitment Engagement Group.  #redaksikompasbicara https://t.co/lLwGRMO7UD",p
SonoraFM92,"11.57 #BeritaSONORA - Kalla meminta agar swasta punya kesempatan untuk mencari vaksin. Cara lainnya, pemerintah bisa menyediakan melalui komitmen dengan produsen. https://t.co/yEqiTygerF @kompascom",p
SonoraFM92,"""Ke depan kami minta panitia yang menyelenggarakan vaksin di Pasar Tanah Abang agar mengatur secara teknis dan detail,"" kata Riza Patria. https://t.co/ZGD6mjHuPR

#BeritaSonora via @kompascom",p
SonoraFM92,"11.05 #InfoSonora

Kegiatan pengamanan dan pengawalan Vaksin Covid-19 oleh personel Polsek Pasar Minggu Ipda Yunianto dan Briptu Nico menuju Puskesmas Pasar Minggu yang nantinya vaksin tersebut akan diberikan kepada warga @MingguPolsek https://t.co/B8MJuK2IzR",p
SonoraFM92,"Menurut Wiku, para lansia yang tidak bisa menerima vaksinasi Covid-19 adalah mereka yang memiliki penyakit tertentu. https://t.co/rBmbfuWV9Q

#BeritaSonora via @kompascom",p
SonoraFM92,"Amankah Vaksin Covid-19 Bagi Lansia / Usia Lanjut. Apakah ada efek samping jika memiliki penyakit penyerta? 

NOW Simak Wawancara kami bersama Jubir @KemenkesRI untuk Covid-19 dr Nadia Tarmizi di Radio Sonora FM 92 Jakarta. News...Traffic and Music",p
SonoraFM92,"""Ini vaksin yang sudah disuntikkan totalnya sudah 174.918 dosis. Total untuk tahap satu dan dua dosisnya,"" kata Riza di Jakarta, Selasa (23/2) malam. https://t.co/zO2zPuDv3a

#BeritaSonora via @kompascom",p
ikhwanmukhtar_,Jangan bagi anti vaksin baca https://t.co/OJAQ0htkil,n
410aries,"<U+2705><U+2705><U+2705>

Masih INGAT lg di mana 1 ketika dahulu, puak2 nilah yg bg cadangan/kempen dlm MEDSOS agar pemimpin2 politik dari kjaan jadi penerima awal vaksin Covid 19

Baru beberapa bln dh buat U TURN, pusing cerita pula

Btw taktik MENGHASUT ni cuma berkesan pd puak2 mereka aje .. https://t.co/4yUu1TsJP5",n
410aries,"<U+2705><U+2705><U+2705>
Itu ler yg SEBENAR nya

KECEWA sbb yg BERJAYA URUSKAN PEMBELIAN &amp; PENERIMAAN VAKSIN C19 ni bknnya PEMIMPIN2 parti PILIHAN mereka <U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2640><U+FE0F>

Puak2 ni FIKIR rakyat ni mudah DIHASUT mcm dulu

Msh tak sedar2 lg TAKTIK tu dh basi <U+0001F937><U+200D><U+2642><U+FE0F><U+0001F937><U+200D><U+2640><U+FE0F> https://t.co/0FOSFSqY37",n
410aries,"Sengaja dijadikan ISU, walhal puak2 ni juga yg mencadangkan agar PEMIMPIN2 POLITIK patut jadi penerima awal vaksin

Skrg MEMEKAK pula bila ada pemimpin2 politik yg sanggup jadi penerima awal vaksin C19

Nyatalah MOTIF sebenar puak2 ni hanya mahu menimbulkan KEGUSARAN pd RAKYAT https://t.co/3HNcTw6uzR",n
BromocorahGrCeb,"Senang sekali bagi para tokoh agama yg sudah mendapatkan Vaksinasi. Semoga lancar dan segera masyarakat umum mendapatkan vaksinasi.

*Vaksin untuk rakyat.. https://t.co/NgTRo5i6MX",p
Drdin88,"8. Jika kita terima vaksin, berapa lama tempoh masa untuk tubuh kita membentuk imuniti?

Dalam beberapa minggu.",o
Drdin88,2. Kerajaan Amerika menyasarkan 100 juta dos vaksin Covid-19 akan diedarkan kepada seluruh penduduk Amerika dalam tempoh 100 hari pentadbiran baru Joe Biden. Setakat hari ini 65 juta dos telah diedarkan dengan purata 1.28 juta dos sehari. https://t.co/exAFMC9LG4,p
Drdin88,"Sebelum negara kita memulakan program vaksinisasi pada hari ini, banyak negara dah mula memberi vaksin kepada penduduk negara mereka. Antaranya adalah negara Uncle Sam Amerika Syarikat. Jom kita tengok 5 fakta menarik program vaksinisasi di USA. https://t.co/3jsltPFa92",o
Drdin88,"10. Soalan akhir, jika kita terima vaksin hidup kembali normal, tiada lagi ke SOP MKN? 

Ya, kita akan lebih cepat memutuskan jangkitan COVID-19 dan kembali kepada normal asal dengan lebih cepat",p
drfame8fry,Mantap artis indon. Artis Msia ad x yg promk vaksin??? https://t.co/T36AtN9EpQ,n
drfame8fry,"Jarum2 sederhana biasanya digunakan utk pengambilan/pendermaan darah utk tujuan bukan kecemasan atau pemberian ubat2an/vaksin yg saiz molekulnya sederhana, dan tujuan intramuscular (dlm otot) /intravenous (dlm darah) injection. Cth: ubat tahan sakit, vaksin.",o
Ganes04839225,Ajakan vaksin oleh Mbah kyai Anwar mansur lirboyo Kediri Yang juga Rois surya PWNU Jawa timur dan sesepuh NU. https://t.co/1AMTYw7fvW,p
santai_tv,"Pensyarah Perubatan Mikrobiologi Universiti Putra Malaysia Prof Madya Dr Niazlin Mohd Taib berkata, ini kerana buat masa ini belum ada bukti klinikal untuk menyokong penggunaan vaksin itu dalam kalangan golongan berkenaan. https://t.co/1hpohoxUbB",p
santai_tv,"Saya dan hampir 17 juta dari penduduk United Kingdom (UK) telah pun menerima vaksin dari jenis Pfizer ataupun Oxford semenjak Disember 2020. Di sini tiada satu pun kes kematian yang khasnya disebabkan oleh pengambilan vaksin ini. Malah, kadar kematian di… https://t.co/vBisccSxjA",p
santai_tv,"Jeffrey, yang juga Menteri Pertanian dan Perikanan berkata, babi dikawasan terjejas akan dibunuh secepat mungkin kerana ASF adalah penyakit berjangkit yang tidak boleh dirawat kerana tiada vaksin bagi mengawal penularannya. https://t.co/Y3ibnGpRFV",p
santai_tv,"“Terdapat dua kaedah iaitu yang pertama, melalui MySejahtera. Kita boleh pamer dalam MySejahtera dan yang kedua, kita boleh buat fizikal (bentuk pasport yang boleh diterima negara lain). https://t.co/swpxBF1zbk",p
santai_tv,"Pada 13 Januari lalu, Pharmaniaga mengumumkan telah menandatangani perjanjian dengan Sinovac untuk membotol dan mengedarkan 14 juta dos vaksin COVID-19. “Vaksin tersebut akan dihantar secara pukal untuk diisi dan dibungkuskan oleh Pharmaniaga LifeScience… https://t.co/t7somILSoN",o
santai_tv,Katanya stesen pertama ialah untuk saringan gejala dan suhu; stesen kedua untuk pendaftaran; stesen ketiga bagi konsultasi dan persetujuan imunisasi; stesen keempat untuk suntikan vaksin COVID-19; serta stesen kelima untuk pemerhatian. https://t.co/dFmOIQBR6V,o
santai_tv,Datuk Seri Najib Razak berpendapat wujud keadaan yang janggal apabila berita mengenai ketibaan vaksin Covid-19 di negara ini gagal menarik perhatian pelabur asing minggu lalu. Beliau memetik laporan The Edge Markets dan menegaskan Bursa Saham juga turun… https://t.co/FdPJIxTQ2u,n
santai_tv,"Kesan sampingan seperti sakit dan bengkak di tempat suntikan, keletihan, sakit kepala, demam dan menggigil adalah gejala biasa dialami penerima vaksin Covid-19 Moderna dan Pfizer-BioNtech, lapor Agensi Berita Xinhua memetik CNBC dalam laporan kesihatan… https://t.co/KSBu08T9uO",n
santai_tv,Bukan semua orang akan berpeluang mendapoat penghomatan sebegini https://t.co/EZ9jPekCvm,n
santai_tv,Berita baik buat orang ramai yang ingin mendapatkan suntikan vaksin Covid-19... https://t.co/84COSEc5Dy,p
santai_tv,"312,390 dos vaksin Covid-19 selamat mendarat di Lapangan Terbang Antarabangsa Kuala Lumpur (KLIA) jam 10 pagi semalam, selepas berjam-jam diterbangkan Pesawat Malaysia Airlines MH604 dari kilang Pfizer di Belgium. Penawar yang ditagih dan ditunggu-tunggu… https://t.co/y6CFtutUxl",p
santai_tv,"Seperti dilaporkan media, Perdana Menteri, Muhyiddin Yassin akan menjadi rakyat Malaysia pertama menerima suntikan vaksin Covid19. Beliau akan menerima suntikan tersebut di Pusat Kesihatan Daerah Putrajaya pada Jumaat, 26 Februari ini. Diberitakan… https://t.co/LtzXYWhpvf",p
santai_tv,Pensyarah Perubatan Mikrobiologi Universiti Putra Malaysia Prof Madya Dr Niazlin Mohd Taib berkata ini kerana buat masa ini belum ada bukti klinikal untuk menyokong penggunaan vaksin itu dalam kalangan golongan berkenaan. https://t.co/vtH1Rky7Ki,n
santai_tv,Petugas barisan hadapan di Kedah dijangka mula menerima vaksin Ahad ini selepas bekalannya akan diterima oleh Jabatan Kesihatan Negeri esok. https://t.co/LtMlivSLIv,p
santai_tv,"Rakyat Malaysia tidak dijadikan ‘mangsa uji kaji’ kerana vaksin Covid-19 telah diberikan kepada 30 juta orang di seluruh dunia dan terbukti ia selamat, kata Pengurus Besar Persatuan Kanser Kebangsaan Malaysia (NCSM), Dr M Murallitharan. Pengarah… https://t.co/aSMFzVEFNw",n
santai_tv,"DOKTOR pelatih pakar bedah yang kini bertugas di Northampton General Hospital, United Kingdom (UK), Dr Farah Shaheera Roslan (Dr Farah) menyeru rakyat Malaysia melunaskan tanggungjawab bersama untuk mengambil suntikan vaksin Covid-19. Saranan tersebut… https://t.co/CEliYnwPDe",p
santai_tv,Hajiji berkata beliau sendiri akan menyambut ketibaan vaksin COVID-19 untuk negeri Sabah di Lapangan Terbang Antarabangsa Kota Kinabalu (KKIA) pada tarikh dijadualkan. https://t.co/Z1ku7Xp3Zo,p
santai_tv,Rakyat bukan dalam fasa pertama pemberian vaksin COVID-19 https://t.co/qpbjSt3Qn9,o
santai_tv,Program Imunisasi Covid-19 Kebangsaan bermula secara rasmi hari ini dengan Perdana Menteri Muhyiddin Yassin dijadualkan menjadi individu pertama di negara ini menerima vaksin itu kira-kira 3 petang nanti. https://t.co/pIVqhfqTit,p
santai_tv,"Sebenarnya aku adalah di antara 3,000 sukarelawan untuk kajian klinikal vaksin COVID-19 Kementerian Kesihatan Malaysia (KKM) dengan kerjasama Institut Biologi Perubatan Akademik Sains Perubatan China (IMBCAMS). Kajian ini adalah untuk menguji vaksin… https://t.co/fj7VXx3YhF",p
santai_tv,"Rakyat Malaysia tidak dijadikan 'mangsa uji kaji' kerana vaksin Covid-19 telah diberikan kepada 30 juta orang di seluruh dunia dan terbukti ia selamat, kata Pengurus Besar Persatuan Kanser Kebangsaan Malaysia (NCSM) Dr M Murallitharan. https://t.co/xLVoI7eFvY",p
shakim___,@NurEijaaa kalu dio ada phd ko ahli hok arif pasal ilmu perubatan yolo jugok nak tolak vaksin. ni belajar pon setakat mano jah <U+0001F923>,n
shakim___,geng2 taknak vaksin ni bukan geng yg cerdik pandai pon. tak paham aku cane dorang boleh sependapat secara berjemaah,n
kapalekotakau,Done daftar vaksin. Nk request extra syrup,n
UdangUdangPasar,@mojokdotco Arielasso emang the best kalo ngomong soal vaksin gan,p
farid_haris,"Kita beri fakta, dilawan dgn palatao apa semua.

Lepas idola dia keluar ambil vaksin, terus nak jugak. Buto",o
adlnoctv,"dulu takut2 kalo sampe rapid test antibodi hasilnya reaktif, tapi sekarang malah lega karena artinya antibodi pasca vaksinnya udah terbentuk <U+0001F606>

nb: H+10 post vaksin dosis kedua https://t.co/SbAmz1qmrK",p
drstone6800,"Selamat Pagi Vaksin..
Yang ni jangan tipu tipu..",n
MalaysiaGazette,Harap dapat 'tutup mulut' golongan antivaksin #malaysiagazette https://t.co/wL2IzMfBQ2,n
MalaysiaGazette,"Muhyiddin tinjau kesiapsiagaan IKN untuk Program Imunisasi COVID-19 Kebangsaan
#malaysiagazette #vaksin #covid19 https://t.co/4P6QTqUzAg",p
MalaysiaGazette,"Awalnya banyak pro dan kontra. Ada yang negatif, tak sedikit beri pandangan positif. Itu sudah lumrah. #malaysiagazette https://t.co/uLNDGWk2V9",o
MalaysiaGazette,Lima buah fasiliti kesihatan ATM telah disenaraikan sebagai PSV. #malaysiagazette https://t.co/JBoGqq0pL4,o
MalaysiaGazette,Vaksin diberi percuma #malaysigazette https://t.co/U8UuPaSAfn,n
MalaysiaGazette,"PM Muhyiddin mulakan Program Imunisasi COVID-19 Kebangsaan hari ini
#malaysiagazette #imunisasi #vaksin #covid19 https://t.co/OESGEzn0nH",p
MalaysiaGazette,Kebimbangan rakyat reda selepas ketibaan vaksin Covid-19 #malaysiagazette https://t.co/8ENBvaF3Cs,p
HildaAp85024743,"Selain Kapolda Jatim yang menerima vaksin covid-19, beberapa Pejabat Utama (PJU) Polda Jatim juga menjalani vaksinasi covid-19",p
nobilki,@RajaAriff Abang ipar aku percaya vaksin ni agenda yahudi :'),n
kumpulanbali,"Seperlima Penduduk Indonesia Anggap Covid-19 Hoaks, Pendukung Prabowo Cenderung Tak Percaya Vaksin https://t.co/bVktBzKtRr",n
IchiXIV,"@InjangNation Serius aku tak kisah diorg tak nak amik vaksin ke apa. Tapi bila dia dok sebar dia punya fahaman tahyul dia smp kat geng whatsapp, pastu sampai kat bapak aku, yang tu aku memang tak leh nak diam. Otak dah bodo, gi sibuk nak tabur taik kat orang lain buat apa?",o
jagajokowidodo,"Sepuluh Juta Dosis Bahan Baku Vaksin Kembali Tiba di Indonesia

https://t.co/yhXRtwYsNZ https://t.co/QOCrBDrZwH",o
jagajokowidodo,"Indonesia Beruntung Bisa Amankan 4 Vaksin Covid-19  https://t.co/chzlq9j5aL 

#IndonesiaLawanCovid
#Jokowi #LawanPandemi https://t.co/s1EVezshHG",p
Ed_Samsuddin,"assalam nak tnya..betul ke kalu dh terima vaksin nnti dh x bleh bela kucing sbb tkut pnyakit???kalu ada kucing nnti kna saman....anyone sapa2 bleh bgi article, post dn keratan2 apa yg buktikn benda ni<U+0001F644><U+0001F644><U+0001F644>",o
